ID,Dir,DNA1,DNA2,DNA3,RNA1,RNA2,RNA3
TRE4_0075B2,CCW,0,0,0,0,0,0
TRE4_0075B2,CW,2208,2197,3868,321,247,276
TRE4_0075B,CCW,0,0,0,0,0,0
TRE4_0075B,CW,903,968,1618,760,524,564
TRE4_0075C2,CCW,12,13,13,4,6,2
TRE4_0075C2,CW,494,491,608,750,439,716
TRE4_0075C,CCW,13,16,14,4,6,4
TRE4_0075C,CW,418,493,624,213,163,197
TRE4_0078A,CCW,394,376,511,251,127,237
TRE4_0078A,CW,1082,1071,1566,850,476,710
TRE4_0078B2,CCW,0,0,0,0,0,0
TRE4_0078B2,CW,1659,1575,3034,46,14,26
TRE4_0078B,CCW,0,0,0,0,0,0
TRE4_0078B,CW,1101,1261,2090,17,5,11
TRE4_0078C2,CCW,30,22,27,4,5,9
TRE4_0078C2,CW,234,222,259,267,232,249
TRE4_0078C,CCW,24,15,24,1,2,1
TRE4_0078C,CW,760,777,1278,482,211,321
TRE4_0080A,CCW,511,530,799,102,82,75
TRE4_0080A,CW,0,0,0,0,0,0
TRE4_0080B2,CCW,0,0,0,0,0,0
TRE4_0080B2,CW,698,728,1142,465,217,240
TRE4_0080B,CCW,0,0,0,0,0,0
TRE4_0080B,CW,1176,1214,2126,540,340,409
TRE4_0080C2,CCW,7,20,18,4,1,0
TRE4_0080C2,CW,968,846,1115,834,553,563
TRE4_0080C,CCW,31,34,53,13,10,12
TRE4_0080C,CW,1410,1512,2491,2383,1423,1824
TRE4_0081A,CCW,500,516,574,976,381,597
TRE4_0081A,CW,411,461,488,2229,1203,1725
TRE4_0081B2,CCW,0,0,0,0,0,0
TRE4_0081B2,CW,834,874,1296,490,286,394
TRE4_0081B,CCW,0,0,0,0,0,0
TRE4_0081B,CW,851,949,1397,514,241,311
TRE4_0081C2,CCW,26,23,22,55,28,23
TRE4_0081C2,CW,1004,1013,1437,8326,4674,5757
TRE4_0081C,CCW,16,9,17,29,12,11
TRE4_0081C,CW,704,715,1016,3968,2287,2808
TRE4_0083A,CCW,358,362,456,1722,978,1665
TRE4_0083A,CW,346,334,423,2008,1140,1872
TRE4_0083B2,CCW,0,0,0,0,0,0
TRE4_0083B2,CW,614,635,953,4692,2406,4254
TRE4_0083B,CCW,0,0,0,0,0,0
TRE4_0083B,CW,1639,1858,3343,2615,1477,1992
TRE4_0083C2,CCW,38,25,39,2,2,1
TRE4_0083C2,CW,2193,2269,4014,270,159,150
TRE4_0083C,CCW,9,12,19,8,8,14
TRE4_0083C,CW,854,882,1066,3469,1876,2993
TRE4_0086A,CCW,658,670,921,948,534,944
TRE4_0086A,CW,573,556,786,1882,987,1717
TRE4_0086B2,CCW,0,0,0,0,0,0
TRE4_0086B2,CW,631,763,1294,992,616,770
TRE4_0086B,CCW,0,0,0,0,0,0
TRE4_0086B,CW,1002,1132,1818,4250,2286,3481
TRE4_0086C2,CCW,22,14,20,11,14,11
TRE4_0086C2,CW,805,869,1261,2068,1077,1522
TRE4_0086C,CCW,34,27,36,5,2,1
TRE4_0086C,CW,1194,1161,2000,1194,705,858
TRE4_0088A,CCW,220,232,287,625,285,454
TRE4_0088A,CW,128,164,158,501,343,462
TRE4_0088B2,CCW,0,0,0,0,0,0
TRE4_0088B2,CW,377,361,537,383,187,246
TRE4_0088B,CCW,0,0,0,0,0,0
TRE4_0088B,CW,1145,1243,2272,1096,601,855
TRE4_0088C2,CCW,47,42,38,5,3,2
TRE4_0088C2,CW,1723,1763,3136,2244,1468,1794
TRE4_0088C,CCW,8,10,10,10,5,11
TRE4_0088C,CW,612,641,871,2916,1649,2435
TRE4_0090A,CCW,494,516,688,1106,585,806
TRE4_0090A,CW,533,639,844,1065,516,738
TRE4_0090B,CCW,0,0,0,0,0,0
TRE4_0090B,CW,1353,1464,2697,1186,655,777
TRE4_0090C,CCW,20,11,16,5,3,1
TRE4_0090C,CW,691,819,1345,575,338,354
TRE4_0091A,CCW,539,552,712,467,237,345
TRE4_0091A,CW,441,447,556,1292,719,984
TRE4_0091B2,CCW,0,0,0,0,0,0
TRE4_0091B2,CW,445,447,567,696,325,569
TRE4_0091B,CCW,0,0,0,0,0,0
TRE4_0091B,CW,1502,1739,2925,556,416,348
TRE4_0091C2,CCW,28,20,19,1,0,0
TRE4_0091C2,CW,3072,3001,5398,1006,608,689
TRE4_0091C,CCW,5,11,8,6,9,4
TRE4_0091C,CW,831,825,1099,1320,631,899
TRE4_0094A,CCW,666,624,1053,412,198,351
TRE4_0094A,CW,802,897,1414,2536,1581,2060
TRE4_0094B,CCW,23,38,42,6,1,5
TRE4_0094B,CW,1257,1382,2317,2356,1620,1995
TRE4_0095A,CCW,327,348,425,315,140,307
TRE4_0095A,CW,429,436,622,369,261,303
TRE4_0095B,CCW,0,0,0,0,0,0
TRE4_0095B,CW,847,954,1569,203,157,200
TRE4_0095C,CCW,26,26,29,0,3,3
TRE4_0095C,CW,723,717,1129,791,462,628
TRE4_0096A,CCW,318,322,511,951,533,624
TRE4_0096A,CW,353,373,598,1596,869,1271
TRE4_0096B,CCW,0,0,0,0,0,0
TRE4_0096B,CW,932,990,1808,2990,1884,2636
TRE4_0096C,CCW,54,41,53,10,4,10
TRE4_0096C,CW,2349,2454,4489,2427,1358,1734
TRE4_0098A,CCW,601,656,770,658,422,711
TRE4_0098A,CW,507,480,635,152,132,164
TRE4_0098B2,CCW,0,0,0,0,0,0
TRE4_0098B2,CW,1488,1629,2887,754,286,325
TRE4_0098B,CCW,0,0,0,0,0,0
TRE4_0098B,CW,520,562,812,491,315,428
TRE4_0098C2,CCW,0,0,0,0,0,0
TRE4_0098C2,CW,44,43,34,28,41,20
TRE4_0098C,CCW,40,22,36,6,2,1
TRE4_0098C,CW,1477,1595,2934,885,478,640
TRE4_0100A,CCW,238,271,281,75,69,78
TRE4_0100A,CW,249,238,273,1000,604,1018
TRE4_0100B,CCW,0,0,0,0,0,0
TRE4_0100B,CW,2258,2278,4061,4564,2476,3564
TRE4_0100D,CCW,37,36,40,2,9,8
TRE4_0100D,CW,1474,1644,2276,1953,973,1460
TRE4_0100E,CCW,73,94,96,23,43,27
TRE4_0100E,CW,1153,1224,1569,1877,927,1554
TRE4_0100F,CCW,0,0,0,0,0,0
TRE4_0100F,CW,714,831,1187,1574,698,1314
TRE4_0101A,CCW,312,321,330,160,94,177
TRE4_0101A,CW,271,307,320,413,321,414
TRE4_0101B,CCW,0,0,0,0,0,0
TRE4_0101B,CW,1159,1238,2110,1489,886,1059
TRE4_0101C,CCW,13,16,26,13,19,8
TRE4_0101C,CW,825,842,1275,1267,698,1087
TRE4_0101D,CCW,32,45,37,13,6,18
TRE4_0101D,CW,1799,2078,3523,4411,2697,3372
TRE4_0102A,CCW,410,453,556,267,159,258
TRE4_0102A,CW,523,558,646,496,258,341
TRE4_0102B,CCW,0,0,0,0,0,0
TRE4_0102B,CW,2226,2309,4008,339,162,299
TRE4_0102C,CCW,65,53,22,6,3,5
TRE4_0102C,CW,3528,3569,6425,2162,1309,1520
TRE4_0102D,CCW,34,37,38,9,3,7
TRE4_0102D,CW,2484,2685,4561,2540,1548,1768
TRE4_0103A,CCW,437,457,595,1141,632,878
TRE4_0103A,CW,409,438,512,1881,1093,1398
TRE4_0103B,CCW,0,0,0,0,0,0
TRE4_0103B,CW,2098,2350,4051,193,115,122
TRE4_0103C,CCW,72,68,76,8,2,7
TRE4_0103C,CW,2328,2518,4067,1051,650,658
TRE4_0103D,CCW,37,32,66,11,5,6
TRE4_0103D,CW,1438,1597,2823,2152,1157,1158
TRE4_0103E,CCW,67,51,63,20,6,12
TRE4_0103E,CW,2957,3126,5597,3672,2284,2394
TRE4_0104A,CCW,244,240,296,759,398,821
TRE4_0104A,CW,113,102,139,489,286,445
TRE4_0104B,CCW,0,0,0,0,0,0
TRE4_0104B,CW,2003,2207,3760,242,151,224
TRE4_0104C,CCW,54,54,64,22,20,14
TRE4_0104C,CW,2096,2222,3682,3231,1969,2578
TRE4_0104D,CCW,38,47,78,14,10,6
TRE4_0104D,CW,1885,2083,3284,3110,1884,2571
TRE4_0107A,CCW,220,235,249,172,80,107
TRE4_0107A,CW,274,343,412,441,190,330
TRE4_0108A,CCW,231,243,277,171,95,191
TRE4_0108A,CW,403,370,506,279,124,209
TRE4_0110A,CCW,540,597,871,789,422,646
TRE4_0110A,CW,608,665,862,2534,1248,2143
TRE4_0110B,CCW,0,0,0,0,0,0
TRE4_0110B,CW,1022,1056,1832,1541,785,1120
TRE4_0110C,CCW,18,13,21,31,24,25
TRE4_0110C,CW,937,967,1692,4384,2398,3497
TRE4_0111A,CCW,513,510,747,26,17,21
TRE4_0111A,CW,622,686,924,939,513,579
TRE4_0113A,CCW,465,437,667,1015,545,815
TRE4_0113A,CW,704,760,1022,2710,1513,2493
TRE4_0114A,CCW,749,828,1094,350,213,298
TRE4_0114A,CW,654,653,976,504,281,492
TRE4_0115A,CCW,407,418,485,320,238,387
TRE4_0115A,CW,347,358,378,103,79,129
TRE4_0117A,CCW,560,644,905,401,264,276
TRE4_0117A,CW,775,818,1185,859,408,611
TRE4_0119A,CCW,385,421,621,90,53,118
TRE4_0119A,CW,528,557,806,526,232,337
TRE4_0123A,CCW,584,587,884,269,174,277
TRE4_0123A,CW,767,846,1287,765,486,780
TRE4_0126A,CCW,796,844,1170,648,464,581
TRE4_0126A,CW,1018,1121,1484,6546,4188,6396
TRE4_0126B,CCW,0,0,0,0,0,0
TRE4_0126B,CW,1285,1305,2246,2027,1081,1378
TRE4_0126C,CCW,0,0,0,0,0,0
TRE4_0126C,CW,979,1082,1633,1903,1179,1462
TRE4_0127A,CCW,1370,1453,2402,728,533,750
TRE4_0127A,CW,1686,1849,3061,6288,3543,4292
TRE4_0128A,CCW,1073,1192,1976,461,288,444
TRE4_0128A,CW,1081,1247,2041,368,176,246
TRE4_0129A,CCW,581,637,830,944,590,791
TRE4_0129A,CW,647,650,956,2989,1643,2305
TRE4_0129B,CCW,0,0,0,0,0,0
TRE4_0129B,CW,2627,2642,4789,3464,2195,2541
TRE4_0129C,CCW,44,46,41,22,21,19
TRE4_0129C,CW,817,905,1411,2097,1274,1598
TRE4_0131A,CCW,0,0,0,0,0,0
TRE4_0131A,CW,2,3,0,17,28,18
TRE4_0135A,CCW,1141,1247,1915,309,209,237
TRE4_0135A,CW,848,817,1393,291,115,155
TRE4_0136A,CCW,499,542,687,227,148,219
TRE4_0136A,CW,196,184,265,775,407,687
TRE4_0136B,CCW,0,0,0,0,0,0
TRE4_0136B,CW,661,650,1177,1529,833,1197
TRE4_0136C,CCW,0,0,0,0,0,0
TRE4_0136C,CW,0,0,0,0,0,0
TRE4_0144A,CCW,309,312,402,197,102,161
TRE4_0144A,CW,313,344,384,353,196,309
TRE4_0145A,CCW,161,164,175,102,60,87
TRE4_0145A,CW,179,216,259,331,183,277
TRE4_0145B,CCW,0,0,0,0,0,0
TRE4_0145B,CW,422,431,587,713,310,544
TRE4_0145C,CCW,0,0,0,0,0,0
TRE4_0145C,CW,597,591,830,1185,561,815
TRE4_0146A,CCW,313,313,423,95,64,101
TRE4_0146A,CW,335,352,438,226,99,210
TRE4_0148A,CCW,71,56,65,2,7,11
TRE4_0148A,CW,402,355,337,383,267,409
TRE4_0152A,CCW,867,855,1186,2736,1580,2232
TRE4_0152A,CW,639,605,779,2858,1287,2339
TRE4_0152B,CCW,0,0,0,0,0,0
TRE4_0152B,CW,1100,1215,2157,1551,940,1301
TRE4_0152C,CCW,17,9,9,21,13,14
TRE4_0152C,CW,523,529,797,2431,1167,1881
TRE4_0154A,CCW,662,701,838,304,189,251
TRE4_0154A,CW,814,822,1119,592,393,423
TRE4_0156A,CCW,620,641,872,966,485,760
TRE4_0156A,CW,606,652,925,1017,493,780
TRE4_0156B,CCW,0,0,0,0,0,0
TRE4_0156B,CW,1054,1161,1896,1500,878,1128
TRE4_0156C,CCW,0,0,0,0,0,0
TRE4_0156C,CW,0,0,0,0,0,0
TRE4_0157A,CCW,146,152,177,44,18,41
TRE4_0157A,CW,268,295,346,333,144,240
TRE4_0158A,CCW,562,585,825,1003,515,772
TRE4_0158A,CW,616,576,812,2389,1212,2028
TRE4_0159A,CCW,598,685,936,519,266,334
TRE4_0159A,CW,679,686,1061,705,311,423
TRE4_0162A,CCW,306,308,370,441,232,367
TRE4_0162A,CW,356,354,367,144,77,148
TRE4_0163A,CCW,290,278,297,549,373,545
TRE4_0163A,CW,186,193,221,942,661,849
TRE4_0163B,CCW,0,0,0,0,0,0
TRE4_0163B,CW,445,465,704,589,286,457
TRE4_0163C,CCW,0,0,0,0,0,0
TRE4_0163C,CW,0,0,0,0,0,0
TRE4_0164A,CCW,728,776,1011,1064,650,842
TRE4_0164A,CW,580,612,867,1226,754,846
TRE4_0164B,CCW,0,0,0,0,0,0
TRE4_0164B,CW,941,1116,1761,1633,964,1284
TRE4_0164C,CCW,0,0,0,0,0,0
TRE4_0164C,CW,1215,1293,2243,1488,774,812
TRE4_0166A,CCW,781,857,1184,646,387,503
TRE4_0166A,CW,1827,1928,2976,2667,1303,1941
TRE4_0166B,CCW,0,0,0,0,0,0
TRE4_0166B,CW,2388,2629,4458,3483,2107,2567
TRE4_0166C,CCW,0,0,0,2,1,0
TRE4_0166C,CW,190,165,166,226,203,243
TRE4_0167A,CCW,802,812,1189,1539,854,1105
TRE4_0167A,CW,971,1134,1649,7706,4264,5518
TRE4_0167B,CCW,0,0,0,0,0,0
TRE4_0167B,CW,3566,3465,6291,1499,811,746
TRE4_0167C,CCW,0,0,0,0,0,0
TRE4_0167C,CW,1755,1888,3234,12870,7051,9603
TRE4_0168A,CCW,338,346,457,322,148,295
TRE4_0168A,CW,443,463,603,2571,1552,2423
TRE4_0169A,CCW,6,5,3,3,2,2
TRE4_0169A,CW,14,12,12,18,30,24
TRE4_0170A,CCW,351,434,554,494,234,385
TRE4_0170A,CW,489,594,815,894,413,460
TRE4_0173A,CCW,699,718,1080,3023,1742,2810
TRE4_0173A,CW,893,938,1416,7441,4040,6759
TRE4_0173B,CCW,0,0,0,0,0,0
TRE4_0173B,CW,1105,1073,1961,3296,1987,2632
TRE4_0173C,CCW,0,0,0,0,0,0
TRE4_0173C,CW,1440,1494,2791,5058,3181,4227
TRE4_0176A,CCW,520,487,856,1032,650,873
TRE4_0176A,CW,592,593,722,6498,3740,4092
TRE4_0178A,CCW,912,972,1494,175,94,136
TRE4_0178A,CW,1188,1272,2052,751,367,548
TRE4_0179A,CCW,1211,1426,2398,60,97,83
TRE4_0179A,CW,1344,1440,2310,1252,710,941
TRE4_0180A,CCW,207,168,132,508,274,551
TRE4_0180A,CW,1017,1004,1623,586,552,777
TRE4_0180B,CCW,0,0,0,0,0,0
TRE4_0180B,CW,0,0,0,0,0,0
TRE4_0180C,CCW,0,0,0,0,0,0
TRE4_0180C,CW,283,346,510,220,333,290
TRE4_0181A,CCW,483,546,671,546,367,603
TRE4_0181A,CW,483,570,680,1247,717,1228
TRE4_0181B,CCW,0,0,0,0,0,0
TRE4_0181B,CW,0,0,0,0,0,0
TRE4_0181C,CCW,0,0,0,0,0,0
TRE4_0181C,CW,1154,1194,1927,1897,1030,1433
TRE4_0183A,CCW,586,661,1126,161,90,163
TRE4_0183A,CW,732,830,1290,1086,573,833
TRE4_0183B,CCW,0,0,0,0,0,0
TRE4_0183B,CW,2072,2186,3898,2129,1282,1573
TRE4_0183C,CCW,0,0,0,0,0,0
TRE4_0183C,CW,1442,1661,2601,1017,510,559
TRE4_0186A,CCW,344,329,453,884,456,684
TRE4_0186A,CW,316,337,440,1163,653,913
TRE4_0186B,CCW,0,0,0,0,0,0
TRE4_0186B,CW,536,553,799,866,422,627
TRE4_0186C,CCW,0,0,0,0,0,0
TRE4_0186C,CW,750,807,1259,2945,1695,2472
TRE4_0188A,CCW,728,766,1187,595,270,382
TRE4_0188A,CW,1024,1031,1606,2253,1192,1555
TRE4_0189A,CCW,952,1020,1477,1783,895,1342
TRE4_0189A,CW,898,978,1457,1468,1025,1482
TRE4_0189B,CCW,0,0,0,0,0,0
TRE4_0189B,CW,1924,2025,3527,1693,962,974
TRE4_0189C,CCW,0,0,0,0,0,1
TRE4_0189C,CW,0,0,0,0,0,0
TRE4_0190A,CCW,282,288,278,114,99,104
TRE4_0190A,CW,299,273,373,334,151,298
TRE4_0193A,CCW,938,965,1314,3171,1858,2873
TRE4_0193A,CW,919,976,1311,7111,3928,5368
TRE4_0195A,CCW,903,998,1355,610,384,514
TRE4_0195A,CW,1088,1198,1662,958,609,782
TRE4_0196A,CCW,927,948,1546,715,335,624
TRE4_0196A,CW,1058,1152,1657,2631,1226,1972
TRE4_0197A,CCW,1145,1296,2156,683,415,492
TRE4_0197A,CW,1291,1378,2221,1177,710,814
TRE4_0199A,CCW,702,729,1089,136,111,141
TRE4_0199A,CW,683,674,1049,840,530,682
TRE4_0200A,CCW,1546,1762,3055,578,286,327
TRE4_0200A,CW,1610,1738,2836,1443,668,883
