Element	DNA1	DNA2	DNA3	Input	RNA1	RNA2	RNA3
KUUAE0010_KUUUT0012	14463	10882	20035	17600	12195	8303	14361
KUUAE0010_KUUUT0015	10052	7108	4762	12978	1752	4490	2465
KUUAE0010_KUUUT0020	0	2	0	0	0	4	1
KUUAE0010_KUUUT0021	0	3	0	0	0	4	0
KUUAE0010_KUUUT0023	14263	11177	17888	17447	3764	2710	4202
KUUAE0010_KUUUT0043	2817	1520	861	3706	1541	5586	2400
KUUAE0010_KUUUT0044	0	7	1	1	0	5	1
KUUAE0010_KSUAT0074	0	0	0	0	0	0	0
KUUAE0010_KSUAT0093	0	9	0	0	1	1	0
KUUAE0010_KSUUT0094	0	0	0	0	0	4	0
KUUAE0010_KUUAE0038	0	0	0	0	0	0	0
KUUAE0010_KUUAE0073	0	24	1	0	0	2	0
KUUAE0010_KUUAT0005	0	2	0	0	0	1	0
KUUAE0010_KUUAT0069	0	2	0	0	1	2	0
KUUAE0010_KUUAT0138	0	13	0	1	0	1	0
KUUAE0010_KUUUT0016	0	11	0	0	0	8	0
KUUAE0010_KUUUT0050	0	1	0	0	0	1	0
KUUAE0010_KUUAE0046	0	1	0	0	0	1	0
KUUAE0010_KUUAE0093	2530	1778	3158	3155	850	578	1050
KUUAE0010_KUUAE0122	2	7	0	2	0	11	0
KUUAE0010_KUUAE0127	0	0	0	0	0	1	0
KUUAE0010_KUUAT0006	1527	1146	1756	1936	286	241	416
KUUAE0010_KUUAT0010	0	2	0	0	0	1	0
KUUAE0010_KUUAT0023	0	7	0	1	0	0	0
KUUAE0010_KUUAT0119	0	7	0	0	0	0	0
KUUAE0010_KUUAT0123	0	2	0	0	0	1	0
KUUAE0010_KUUUT0013	0	0	0	0	0	0	0
KUUAE0017_KSUUT0003	5198	2582	2022	5861	2425	4782	3558
KUUAE0017_KSUUT0008	0	0	0	0	0	0	0
KUUAE0017_KSUUT0025	0	1	0	0	0	1	0
KUUAE0017_KSUUT0100	0	0	0	0	0	2	0
KUUAE0017_KSUUT0114	0	0	0	2	0	1	0
KUUAE0017_KSUUT0124	0	2	0	0	0	0	0
KUUAE0017_KUUAE0003	8610	6548	12426	9848	8325	5772	10465
KUUAE0017_KUUAE0004	0	0	0	0	0	0	0
KUUAE0017_KUUAE0005	0	1	0	0	0	1	0
KUUAE0017_KUUAE0010	0	1	0	1	0	0	0
KUUAE0017_KUUAE0017	9146	15876	16137	5232	8966	7986	11818
KUUAE0017_KUUAE0024	0	0	0	0	0	3	1
KUUAE0017_KUUAE0034	0	0	0	0	0	1	0
KUUAE0017_KUUAE0051	0	0	0	0	0	2	0
KUUAE0017_KUUAE0071	0	2	0	0	0	4	1
KUUAE0017_KUUAE0100	0	2	0	0	0	17	0
KUUAE0017_KUUAE0102	0	0	0	0	0	1	0
KUUAE0017_KUUAE0106	0	1	0	0	0	1	0
KUUAE0017_KUUAE0129	0	0	1	0	0	0	0
KUUAE0017_KUUAE0147	0	3	0	0	0	7	0
KUUAE0017_KUUAT0104	0	0	0	0	0	1	1
KUUAE0017_KUUUT0012	0	3	1	0	1	34	0
KUUAE0017_KUUUT0015	2330	1602	1104	2634	478	1251	762
KUUAE0017_KUUUT0020	0	12	0	0	0	24	0
KUUAE0017_KUUUT0021	0	1	0	0	1	1	0
KUUAE0017_KUUUT0023	0	2	0	0	0	3	1
KUUAE0017_KUUUT0043	3304	1677	1010	3864	2109	7573	3193
KUUAE0017_KUUUT0044	0	10	0	0	0	11	0
KUUAE0017_KSUAT0074	0	1	0	0	0	0	0
KUUAE0017_KSUAT0093	0	8	0	0	0	11	0
KUUAE0017_KSUUT0094	0	0	0	0	0	5	0
KUUAE0017_KUUAE0038	0	0	0	0	0	0	0
KUUAE0017_KUUAE0073	0	0	0	0	0	0	0
KUUAE0017_KUUAT0005	0	0	0	0	0	0	0
KUUAE0017_KUUAT0069	0	22	0	1	0	4	0
KUUAE0017_KUUAT0138	0	1	0	0	0	0	0
KUUAE0017_KUUUT0016	0	5	0	0	0	3	0
KUUAE0017_KUUUT0050	0	0	0	0	0	0	0
KUUAE0017_KUUAE0046	1	0	0	1	0	2	0
KUUAE0017_KUUAE0093	0	0	0	0	0	0	0
KUUAE0017_KUUAE0122	0	6	0	0	0	13	0
KUUAE0017_KUUAE0127	700	415	587	829	84	76	112
KUUAE0017_KUUAT0006	0	0	0	0	0	0	0
KUUAE0017_KUUAT0010	0	1	0	1	0	1	0
KUUAE0017_KUUAT0023	0	1	0	0	0	0	0
KUUAE0017_KUUAT0119	0	0	0	0	0	0	0
KUUAE0017_KUUAT0123	0	2	0	0	1	0	0
KUUAE0017_KUUUT0013	0	0	0	0	0	0	0
KUUAE0024_KSUUT0003	0	0	0	0	0	1	0
KUUAE0024_KSUUT0008	0	0	0	0	0	0	0
KUUAE0024_KSUUT0025	0	0	0	0	0	0	0
KUUAE0024_KSUUT0100	1	2	0	0	0	1	0
KUUAE0024_KSUUT0114	0	9	0	1	0	2	0
KUUAE0024_KSUUT0124	300	216	231	354	110	127	140
KUUAE0024_KUUAE0003	0	1	0	0	0	0	0
KUUAE0024_KUUAE0004	0	0	0	0	0	0	0
KUUAE0024_KUUAE0005	0	0	0	0	0	1	0
KUUAE0024_KUUAE0010	0	0	0	0	0	0	0
KUUAE0024_KUUAE0017	0	2	0	0	0	1	0
KUUAE0024_KUUAE0024	939	1535	1705	805	678	593	1053
KUUAE0024_KUUAE0034	0	3	0	0	0	2	0
KUUAE0024_KUUAE0051	0	0	0	0	0	0	0
KUUAE0024_KUUAE0071	0	0	0	0	0	0	0
KUUAE0024_KUUAE0100	0	0	0	0	0	1	0
KUUAE0024_KUUAE0102	1	1	0	1	0	1	0
KUUAE0024_KUUAE0106	0	0	0	0	0	0	0
KUUAE0024_KUUAE0129	0	0	0	0	0	0	0
KUUAE0024_KUUAE0147	0	6	0	1	0	4	0
KUUAE0024_KUUAT0104	0	0	0	0	0	0	0
KUUAE0024_KUUUT0012	0	1	0	0	0	0	0
KUUAE0024_KUUUT0015	1	2	0	0	0	0	0
KUUAE0024_KUUUT0020	0	0	0	0	0	0	0
KUUAE0024_KUUUT0021	0	0	0	0	0	2	0
KUUAE0024_KUUUT0023	0	27	0	3	0	5	0
KUUAE0024_KUUUT0043	0	0	0	0	0	1	0
KUUAE0024_KUUUT0044	0	2	0	1	0	0	0
KUUAE0024_KSUAT0074	0	0	0	0	0	0	0
KUUAE0024_KSUAT0093	0	1	0	0	1	0	0
KUUAE0024_KSUUT0094	0	1	0	0	0	1	0
KUUAE0024_KUUAE0038	0	1	0	0	0	0	0
KUUAE0024_KUUAE0073	0	2	0	0	0	1	0
KUUAE0024_KUUAT0005	0	0	0	0	0	0	0
KUUAE0024_KUUAT0069	0	1	0	0	0	0	0
KUUAE0024_KUUAT0138	0	0	0	0	0	0	0
KUUAE0024_KUUUT0016	0	0	0	0	0	0	0
KUUAE0024_KUUUT0050	0	5	0	0	0	2	0
KUUAE0024_KUUAE0046	0	3	0	0	0	0	0
KUUAE0024_KUUAE0093	0	0	0	0	0	0	0
KUUAE0024_KUUAE0122	0	14	1	1	0	1	0
KUUAE0024_KUUAE0127	0	0	1	0	0	0	0
KUUAE0024_KUUAT0006	1	4	0	0	0	0	0
KUUAE0024_KUUAT0010	0	0	1	0	0	0	0
KUUAE0024_KUUAT0023	11630	6698	6031	14332	1120	2764	2117
KUUAE0024_KUUAT0119	0	0	0	0	0	0	0
KUUAE0024_KUUAT0123	8682	4712	5642	11180	1688	3339	2891
KUUAE0024_KUUUT0013	0	0	0	0	0	0	0
KUUAE0034_KSUUT0003	0	2	0	0	0	8	0
KUUAE0034_KSUUT0008	0	0	0	0	0	0	0
KUUAE0034_KSUUT0025	0	0	0	1	0	0	0
KUUAE0034_KSUUT0100	0	0	0	0	0	0	0
KUUAE0034_KSUUT0114	0	0	0	0	0	3	0
KUUAE0034_KSUUT0124	0	3	1	2	0	0	0
KUUAE0034_KUUAE0003	0	19	1	0	0	22	1
KUUAE0034_KUUAE0004	0	0	0	0	0	1	0
KUUAE0034_KUUAE0005	0	1	0	0	0	3	0
KUUAE0034_KUUAE0010	0	0	0	0	0	2	0
KUUAE0034_KUUAE0017	17021	11807	17638	19843	24069	26951	30397
KUUAE0034_KUUAE0024	0	0	0	0	0	7	0
KUUAE0034_KUUAE0034	893	1236	1704	703	1099	986	1706
KUUAE0034_KUUAE0051	0	2	0	0	0	0	0
KUUAE0034_KUUAE0071	0	0	0	0	0	3	0
KUUAE0034_KUUAE0100	0	0	0	0	0	1	0
KUUAE0034_KUUAE0102	0	1	0	0	0	1	0
KUUAE0034_KUUAE0106	0	0	0	0	0	3	0
KUUAE0034_KUUAE0129	0	2	0	1	0	4	0
KUUAE0034_KUUAE0147	1	0	1	1	0	6	1
KUUAE0034_KUUAT0104	0	40	1	0	0	37	1
KUUAE0034_KUUUT0012	0	0	0	0	0	5	1
KUUAE0034_KUUUT0015	0	5	0	1	0	19	0
KUUAE0034_KUUUT0020	0	0	0	0	1	1	0
KUUAE0034_KUUUT0021	0	0	0	0	1	4	1
KUUAE0034_KUUUT0023	1	3	1	1	0	4	2
KUUAE0034_KUUUT0043	0	4	0	0	1	15	0
KUUAE0034_KUUUT0044	14046	10061	15331	17864	15635	17051	20314
KUUAE0034_KSUAT0074	0	2	1	0	0	4	0
KUUAE0034_KSUAT0093	0	4	0	0	0	4	0
KUUAE0034_KSUUT0094	0	0	0	0	0	0	0
KUUAE0034_KUUAE0038	1	9	0	0	0	4	0
KUUAE0034_KUUAE0073	0	1	0	0	0	2	0
KUUAE0034_KUUAT0005	0	0	0	0	0	1	0
KUUAE0034_KUUAT0069	223	141	137	403	60	122	93
KUUAE0034_KUUAT0138	0	1	0	0	0	1	0
KUUAE0034_KUUUT0016	0	0	0	1	0	1	0
KUUAE0034_KUUUT0050	0	0	0	0	0	0	0
KUUAE0034_KUUAE0046	0	64	0	2	2	61	0
KUUAE0034_KUUAE0093	0	2	1	0	0	1	0
KUUAE0034_KUUAE0122	1	1	0	0	0	1	0
KUUAE0034_KUUAE0127	1	21	0	0	0	6	0
KUUAE0034_KUUAT0006	0	2	0	0	0	0	0
KUUAE0034_KUUAT0010	0	0	0	0	0	0	0
KUUAE0034_KUUAT0023	1	0	0	0	0	1	0
KUUAE0034_KUUAT0119	0	0	0	0	0	0	0
KUUAE0034_KUUAT0123	0	0	0	0	0	0	0
KUUAE0034_KUUUT0013	0	1	0	0	0	0	0
KUUAE0051_KSUUT0003	0	0	0	0	0	1	0
KUUAE0051_KSUUT0008	0	0	0	0	0	0	0
KUUAE0051_KSUUT0025	0	1	0	0	0	1	0
KUUAE0051_KSUUT0100	0	2	1	1	0	0	0
KUUAE0051_KSUUT0114	11477	6090	2372	13760	753	4158	1318
KUUAE0051_KSUUT0124	0	4	1	0	0	3	0
KUUAE0051_KUUAE0003	0	0	0	0	0	0	0
KUUAE0051_KUUAE0004	0	0	0	0	0	0	0
KUUAE0051_KUUAE0005	0	1	0	0	0	0	0
KUUAE0051_KUUAE0010	0	0	0	0	0	0	0
KUUAE0051_KUUAE0017	0	18	1	1	1	21	0
KUUAE0051_KUUAE0024	0	0	0	0	0	0	0
KUUAE0051_KUUAE0034	0	0	0	0	0	0	0
KUUAE0051_KUUAE0051	3038	4300	5264	2206	1595	1074	2147
KUUAE0051_KUUAE0071	0	4	1	0	0	7	0
KUUAE0051_KUUAE0100	0	1	0	0	0	2	0
KUUAE0051_KUUAE0102	0	0	0	0	0	1	0
KUUAE0051_KUUAE0106	0	0	0	0	0	1	0
KUUAE0051_KUUAE0129	0	0	0	0	0	1	0
KUUAE0051_KUUAE0147	0	1	0	0	1	0	0
KUUAE0051_KUUAT0104	0	0	0	0	0	2	0
KUUAE0051_KUUUT0012	0	1	0	0	0	1	0
KUUAE0051_KUUUT0015	0	4	0	1	0	2	0
KUUAE0051_KUUUT0020	0	0	0	0	0	0	0
KUUAE0051_KUUUT0021	0	0	0	0	0	0	0
KUUAE0051_KUUUT0023	5018	3405	4009	5942	1683	2206	1980
KUUAE0051_KUUUT0043	0	0	0	0	0	1	0
KUUAE0051_KUUUT0044	0	2	0	1	0	1	0
KUUAE0051_KSUAT0074	4913	2617	1079	5754	117	584	176
KUUAE0051_KSUAT0093	0	0	0	0	0	0	0
KUUAE0051_KSUUT0094	0	0	0	0	0	1	0
KUUAE0051_KUUAE0038	0	0	0	0	0	0	0
KUUAE0051_KUUAE0073	673	472	664	1020	78	59	87
KUUAE0051_KUUAT0005	0	0	0	0	0	0	0
KUUAE0051_KUUAT0069	0	5	1	0	0	1	0
KUUAE0051_KUUAT0138	0	0	1	0	0	0	0
KUUAE0051_KUUUT0016	0	6	0	0	0	2	0
KUUAE0051_KUUUT0050	0	0	0	0	0	0	0
KUUAE0051_KUUAE0046	0	0	0	0	0	0	0
KUUAE0051_KUUAE0093	0	0	0	0	0	0	0
KUUAE0051_KUUAE0122	1	2	0	0	0	0	0
KUUAE0051_KUUAE0127	0	3	0	0	0	0	0
KUUAE0051_KUUAT0006	0	10	0	1	0	4	0
KUUAE0051_KUUAT0010	0	1	0	0	0	0	0
KUUAE0051_KUUAT0023	0	0	0	1	0	0	0
KUUAE0051_KUUAT0119	0	0	0	0	0	0	0
KUUAE0051_KUUAT0123	0	0	0	0	0	1	0
KUUAE0051_KUUUT0013	0	0	0	0	0	0	0
KUUAE0071_KSUUT0003	0	1	0	0	1	0	1
KUUAE0071_KSUUT0008	0	0	0	0	0	0	0
KUUAE0071_KSUUT0025	0	1	0	0	0	4	0
KUUAE0071_KSUUT0100	0	2	1	0	0	3	1
KUUAE0071_KSUUT0114	0	1	0	1	0	4	0
KUUAE0071_KSUUT0124	0	3	3	0	0	1	1
KUUAE0071_KUUAE0003	0	2	0	0	0	4	0
KUUAE0071_KUUAE0004	0	0	1	0	0	0	0
KUUAE0071_KUUAE0005	1	0	0	1	0	5	0
KUUAE0071_KUUAE0010	0	0	0	0	0	2	1
KUUAE0071_KUUAE0017	2	87	1	2	4	224	4
KUUAE0071_KUUAE0024	0	2	0	0	0	11	1
KUUAE0071_KUUAE0034	0	1	0	0	0	3	0
KUUAE0071_KUUAE0051	0	1	0	0	0	0	0
KUUAE0071_KUUAE0071	14525	20223	25772	8833	34673	24114	38449
KUUAE0071_KUUAE0100	4574	2971	3808	5140	6365	7869	7593
KUUAE0071_KUUAE0102	2	3	0	0	1	4	0
KUUAE0071_KUUAE0106	0	1	1	0	0	3	0
KUUAE0071_KUUAE0129	0	2	0	0	2	2	0
KUUAE0071_KUUAE0147	0	1	0	0	0	3	0
KUUAE0071_KUUAT0104	0	41	0	0	0	79	1
KUUAE0071_KUUUT0012	0	0	0	1	0	5	0
KUUAE0071_KUUUT0015	4226	2551	499	5252	638	7187	986
KUUAE0071_KUUUT0020	0	1	0	0	0	4	1
KUUAE0071_KUUUT0021	0	0	0	1	0	7	1
KUUAE0071_KUUUT0023	20188	13303	11910	23414	20514	37637	28149
KUUAE0071_KUUUT0043	0	1	0	0	0	9	0
KUUAE0071_KUUUT0044	22173	14647	16231	25060	22758	35307	30197
KUUAE0071_KSUAT0074	0	4	0	0	1	3	0
KUUAE0071_KSUAT0093	0	2	0	0	0	6	0
KUUAE0071_KSUUT0094	0	0	0	0	0	4	0
KUUAE0071_KUUAE0038	0	12	0	0	0	12	0
KUUAE0071_KUUAE0073	0	3	0	1	0	1	0
KUUAE0071_KUUAT0005	0	0	0	0	0	1	0
KUUAE0071_KUUAT0069	1	3	0	0	0	1	0
KUUAE0071_KUUAT0138	0	0	0	0	0	2	0
KUUAE0071_KUUUT0016	1	12	0	0	0	14	0
KUUAE0071_KUUUT0050	0	2	0	0	0	0	0
KUUAE0071_KUUAE0046	0	79	1	3	1	112	1
KUUAE0071_KUUAE0093	0	0	0	0	0	2	0
KUUAE0071_KUUAE0122	0	6	0	1	0	5	0
KUUAE0071_KUUAE0127	0	22	1	0	0	19	0
KUUAE0071_KUUAT0006	0	5	2	10	1	3	0
KUUAE0071_KUUAT0010	0	0	0	0	0	3	0
KUUAE0071_KUUAT0023	0	2	0	1	0	1	0
KUUAE0071_KUUAT0119	0	4	0	0	0	4	0
KUUAE0071_KUUAT0123	0	0	0	0	0	1	0
KUUAE0071_KUUUT0013	0	0	0	0	0	0	0
KUUAE0100_KSUUT0003	0	0	0	0	0	0	0
KUUAE0100_KSUUT0008	0	0	0	0	0	0	0
KUUAE0100_KSUUT0025	0	0	0	0	0	0	0
KUUAE0100_KSUUT0100	0	2	0	0	0	1	0
KUUAE0100_KSUUT0114	0	0	0	0	0	1	0
KUUAE0100_KSUUT0124	0	1	0	0	0	2	1
KUUAE0100_KUUAE0003	1	0	0	0	0	0	0
KUUAE0100_KUUAE0004	0	0	0	0	0	0	0
KUUAE0100_KUUAE0005	0	1	0	0	0	0	0
KUUAE0100_KUUAE0010	0	0	0	0	0	0	1
KUUAE0100_KUUAE0017	0	1	0	0	0	3	0
KUUAE0100_KUUAE0024	0	0	0	0	0	3	0
KUUAE0100_KUUAE0034	0	0	0	0	0	0	0
KUUAE0100_KUUAE0051	0	0	0	0	0	0	0
KUUAE0100_KUUAE0071	7010	4432	5931	7692	7074	8899	8781
KUUAE0100_KUUAE0100	10094	15798	18479	5023	6131	4552	6468
KUUAE0100_KUUAE0102	0	0	0	0	0	0	0
KUUAE0100_KUUAE0106	0	0	0	0	0	0	0
KUUAE0100_KUUAE0129	0	0	0	0	0	1	0
KUUAE0100_KUUAE0147	0	0	0	0	0	0	0
KUUAE0100_KUUAT0104	0	0	0	0	0	0	0
KUUAE0100_KUUUT0012	0	1	0	0	0	1	0
KUUAE0100_KUUUT0015	0	1	0	1	0	8	0
KUUAE0100_KUUUT0020	0	0	0	0	0	0	0
KUUAE0100_KUUUT0021	0	0	0	0	0	2	0
KUUAE0100_KUUUT0023	0	9	2	0	0	23	0
KUUAE0100_KUUUT0043	0	1	0	0	0	3	0
KUUAE0100_KUUUT0044	0	12	0	0	0	27	0
KUUAE0100_KSUAT0074	0	0	0	0	0	2	0
KUUAE0100_KSUAT0093	0	0	0	2	0	0	0
KUUAE0100_KSUUT0094	0	0	0	0	0	0	1
KUUAE0100_KUUAE0038	0	0	0	0	0	0	0
KUUAE0100_KUUAE0073	0	0	0	0	0	0	0
KUUAE0100_KUUAT0005	0	0	0	0	0	0	0
KUUAE0100_KUUAT0069	0	0	0	0	0	0	0
KUUAE0100_KUUAT0138	0	0	0	0	0	0	0
KUUAE0100_KUUUT0016	0	0	0	0	0	0	0
KUUAE0100_KUUUT0050	0	0	0	0	0	0	0
KUUAE0100_KUUAE0046	0	2	0	0	0	2	1
KUUAE0100_KUUAE0093	0	0	0	0	0	1	0
KUUAE0100_KUUAE0122	1	0	0	0	0	2	0
KUUAE0100_KUUAE0127	0	0	0	0	0	0	0
KUUAE0100_KUUAT0006	0	0	0	0	1	0	0
KUUAE0100_KUUAT0010	0	0	0	0	0	1	0
KUUAE0100_KUUAT0023	0	0	0	0	0	0	0
KUUAE0100_KUUAT0119	0	0	0	0	0	1	0
KUUAE0100_KUUAT0123	0	0	0	0	0	0	0
KUUAE0100_KUUUT0013	0	0	0	0	0	0	0
KUUAE0102_KSUUT0003	1	3	0	0	0	9	1
KUUAE0102_KSUUT0008	0	0	0	0	0	0	0
KUUAE0102_KSUUT0025	1	0	0	0	0	1	0
KUUAE0102_KSUUT0100	0	1	0	0	0	3	0
KUUAE0102_KSUUT0114	0	1	0	1	0	1	0
KUUAE0102_KSUUT0124	0	3	0	2	0	1	0
KUUAE0102_KUUAE0003	0	11	0	0	0	22	0
KUUAE0102_KUUAE0004	0	0	0	0	0	0	0
KUUAE0102_KUUAE0005	0	2	0	0	0	2	0
KUUAE0102_KUUAE0010	0	0	0	1	0	0	0
KUUAE0102_KUUAE0017	27719	19049	15943	33028	10673	21884	15494
KUUAE0102_KUUAE0024	0	4	0	1	0	3	1
KUUAE0102_KUUAE0034	0	1	0	0	0	4	0
KUUAE0102_KUUAE0051	0	2	0	0	0	1	0
KUUAE0102_KUUAE0071	0	2	0	1	0	1	0
KUUAE0102_KUUAE0100	0	1	0	0	0	1	0
KUUAE0102_KUUAE0102	11833	18398	19693	7589	6235	5240	7923
KUUAE0102_KUUAE0106	0	2	0	0	0	0	0
KUUAE0102_KUUAE0129	0	1	0	2	0	2	0
KUUAE0102_KUUAE0147	0	2	0	0	0	3	0
KUUAE0102_KUUAT0104	0	2	0	0	0	2	1
KUUAE0102_KUUUT0012	0	1	0	1	1	3	0
KUUAE0102_KUUUT0015	0	10	0	0	0	16	0
KUUAE0102_KUUUT0020	0	0	0	0	0	0	0
KUUAE0102_KUUUT0021	0	0	0	0	0	8	1
KUUAE0102_KUUUT0023	0	4	1	3	0	10	0
KUUAE0102_KUUUT0043	0	10	0	0	0	11	0
KUUAE0102_KUUUT0044	0	10	1	2	0	3	0
KUUAE0102_KSUAT0074	0	0	0	0	0	0	0
KUUAE0102_KSUAT0093	0	8	0	2	0	2	0
KUUAE0102_KSUUT0094	0	1	0	0	0	3	0
KUUAE0102_KUUAE0038	0	0	0	0	0	0	0
KUUAE0102_KUUAE0073	3523	2368	2137	4357	600	919	760
KUUAE0102_KUUAT0005	0	1	0	0	0	0	0
KUUAE0102_KUUAT0069	0	1	1	0	0	0	1
KUUAE0102_KUUAT0138	0	0	0	1	0	0	0
KUUAE0102_KUUUT0016	0	1	0	0	0	1	0
KUUAE0102_KUUUT0050	0	0	0	0	0	2	0
KUUAE0102_KUUAE0046	0	5	0	1	0	1	0
KUUAE0102_KUUAE0093	0	1	0	0	0	0	0
KUUAE0102_KUUAE0122	1	3	0	1	0	1	0
KUUAE0102_KUUAE0127	0	3	0	0	0	1	0
KUUAE0102_KUUAT0006	0	3	0	0	0	0	0
KUUAE0102_KUUAT0010	0	0	0	1	0	0	0
KUUAE0102_KUUAT0023	0	2	0	0	0	2	0
KUUAE0102_KUUAT0119	0	0	0	0	0	2	0
KUUAE0102_KUUAT0123	0	0	1	0	0	1	0
KUUAE0102_KUUUT0013	0	1	0	0	0	0	0
KUUAE0106_KSUUT0003	0	3	0	0	0	12	0
KUUAE0106_KSUUT0008	0	0	0	0	0	0	0
KUUAE0106_KSUUT0025	0	0	0	1	0	0	0
KUUAE0106_KSUUT0100	0	3	0	0	0	0	1
KUUAE0106_KSUUT0114	0	2	0	1	0	2	0
KUUAE0106_KSUUT0124	12966	9983	17379	15299	9646	8489	12185
KUUAE0106_KUUAE0003	0	11	1	0	0	3	0
KUUAE0106_KUUAE0004	0	0	0	0	0	2	0
KUUAE0106_KUUAE0005	0	13	0	2	0	7	0
KUUAE0106_KUUAE0010	0	2	0	0	0	1	0
KUUAE0106_KUUAE0017	0	9	0	0	0	21	2
KUUAE0106_KUUAE0024	0	5	0	0	0	8	0
KUUAE0106_KUUAE0034	0	2	0	0	0	4	0
KUUAE0106_KUUAE0051	0	0	0	1	0	0	0
KUUAE0106_KUUAE0071	0	0	0	0	0	5	0
KUUAE0106_KUUAE0100	0	17	0	2	0	50	2
KUUAE0106_KUUAE0102	0	2	0	0	0	4	0
KUUAE0106_KUUAE0106	10597	15770	19132	6486	9436	8080	12926
KUUAE0106_KUUAE0129	0	1	0	0	0	5	0
KUUAE0106_KUUAE0147	1	3	0	0	0	4	0
KUUAE0106_KUUAT0104	0	1	0	0	0	1	0
KUUAE0106_KUUUT0012	0	15	1	0	1	88	0
KUUAE0106_KUUUT0015	0	9	0	1	0	15	0
KUUAE0106_KUUUT0020	0	0	0	0	0	7	0
KUUAE0106_KUUUT0021	0	2	0	0	0	11	1
KUUAE0106_KUUUT0023	0	5	0	0	0	18	0
KUUAE0106_KUUUT0043	12111	6823	5332	15390	5506	16057	8271
KUUAE0106_KUUUT0044	75	99	139	85	94	74	123
KUUAE0106_KSUAT0074	0	2	0	0	0	1	0
KUUAE0106_KSUAT0093	0	31	1	3	0	7	0
KUUAE0106_KSUUT0094	0	3	0	0	0	11	0
KUUAE0106_KUUAE0038	0	0	0	1	0	0	0
KUUAE0106_KUUAE0073	0	1	0	0	0	2	0
KUUAE0106_KUUAT0005	0	0	0	0	0	0	0
KUUAE0106_KUUAT0069	0	3	0	0	0	1	0
KUUAE0106_KUUAT0138	8346	6280	12112	9342	7155	5868	9607
KUUAE0106_KUUUT0016	0	1	0	0	0	1	0
KUUAE0106_KUUUT0050	0	0	0	0	0	1	0
KUUAE0106_KUUAE0046	0	5	0	0	0	1	0
KUUAE0106_KUUAE0093	0	1	0	0	0	2	0
KUUAE0106_KUUAE0122	0	54	0	0	0	21	0
KUUAE0106_KUUAE0127	0	4	0	0	0	0	0
KUUAE0106_KUUAT0006	0	42	0	0	0	5	1
KUUAE0106_KUUAT0010	0	1	0	0	0	2	0
KUUAE0106_KUUAT0023	0	2	0	0	0	1	0
KUUAE0106_KUUAT0119	3140	1775	2049	4035	793	1648	1305
KUUAE0106_KUUAT0123	0	1	0	0	0	1	0
KUUAE0106_KUUUT0013	0	0	0	0	0	0	0
KUUAE0129_KSUUT0003	0	3	0	1	0	2	0
KUUAE0129_KSUUT0008	0	0	0	0	0	0	0
KUUAE0129_KSUUT0025	0	2	0	0	0	6	0
KUUAE0129_KSUUT0100	0	7	0	2	0	4	1
KUUAE0129_KSUUT0114	0	28	0	2	0	9	0
KUUAE0129_KSUUT0124	0	6	0	0	0	7	1
KUUAE0129_KUUAE0003	0	2	0	0	0	2	0
KUUAE0129_KUUAE0004	5769	3045	1904	7183	1647	5488	2539
KUUAE0129_KUUAE0005	0	3	0	0	0	8	0
KUUAE0129_KUUAE0010	0	1	0	1	0	4	0
KUUAE0129_KUUAE0017	0	10	0	3	0	31	3
KUUAE0129_KUUAE0024	0	7	0	0	1	15	0
KUUAE0129_KUUAE0034	1	4	0	1	0	5	1
KUUAE0129_KUUAE0051	14039	8256	9830	17284	3195	4147	3530
KUUAE0129_KUUAE0071	0	2	0	1	0	5	0
KUUAE0129_KUUAE0100	0	3	0	0	0	8	0
KUUAE0129_KUUAE0102	0	2	0	0	0	2	0
KUUAE0129_KUUAE0106	0	2	0	0	0	5	0
KUUAE0129_KUUAE0129	10948	17349	19057	6224	5450	5615	7485
KUUAE0129_KUUAE0147	0	2	0	1	1	10	1
KUUAE0129_KUUAT0104	4392	2974	5064	5835	6658	4592	7620
KUUAE0129_KUUUT0012	0	2	0	1	0	14	2
KUUAE0129_KUUUT0015	0	25	0	0	0	16	1
KUUAE0129_KUUUT0020	0	0	0	0	0	5	0
KUUAE0129_KUUUT0021	10849	6920	9293	13384	40935	42284	51504
KUUAE0129_KUUUT0023	0	22	3	1	0	25	1
KUUAE0129_KUUUT0043	1	2	0	0	0	16	0
KUUAE0129_KUUUT0044	0	11	1	2	0	23	0
KUUAE0129_KSUAT0074	0	14	1	0	0	1	0
KUUAE0129_KSUAT0093	0	5	0	1	0	10	0
KUUAE0129_KSUUT0094	0	1	0	0	0	4	0
KUUAE0129_KUUAE0038	0	0	0	0	0	2	0
KUUAE0129_KUUAE0073	0	4	2	0	0	2	1
KUUAE0129_KUUAT0005	0	0	0	0	0	1	0
KUUAE0129_KUUAT0069	0	1	0	0	0	3	0
KUUAE0129_KUUAT0138	0	2	0	0	0	1	0
KUUAE0129_KUUUT0016	0	4	0	0	0	5	0
KUUAE0129_KUUUT0050	0	2	0	0	0	1	0
KUUAE0129_KUUAE0046	0	1	0	0	0	5	0
KUUAE0129_KUUAE0093	0	0	0	0	0	1	0
KUUAE0129_KUUAE0122	0	15	0	0	0	5	1
KUUAE0129_KUUAE0127	0	1	0	1	0	2	0
KUUAE0129_KUUAT0006	0	0	1	0	0	0	0
KUUAE0129_KUUAT0010	15026	8984	2699	17147	708	4103	1327
KUUAE0129_KUUAT0023	0	2	0	1	0	1	0
